12:04:25.730 [Party] Player "Jasper" (id=yoR_hPQejevy38pVI7cJSHyugdmrvDeHBcX9TupJ1QI=) joinded the party "Carrots" (id=43 ownerUID=pod5B72JHSqsn_XNMr587skUFpcgUl5U4e6KmhqavEU= ownerName=Sarco)
12:04:25.734 [Expansion Quests] - InitQuestSystemClient - Loaded existing player quest data for player with UID: yoR_hPQejevy38pVI7cJSHyugdmrvDeHBcX9TupJ1QI=
12:04:25.734 [Expansion Quests] - LoadGroupQuestData - Loaded existing group quest data for group with ID: 43
12:04:26.691 [Expansion Quests] - LoadGroupQuestData - Got cached group quest data for group with ID: 43
12:05:18.820 [VehicleCarKey] Player "Jasper" (id=yoR_hPQejevy38pVI7cJSHyugdmrvDeHBcX9TupJ1QI= pos=<7543.477539, 31.830843, 3564.167236>) used the  ExpansionCarKey to unlock ToyotaHilux_rust (id=ED3603FF1848E4AF09FAABA68D2EA582 pos=<7541.809082, 31.552290, 3565.709473>)
12:05:22.789 [AI Patrol] Spawning 3 Temple Patrol bots at <270.079620, 48.364700, 704.056702>
12:05:22.886 [AI Patrol] Spawning 3 Temple Patrol bots at <337.378113, 47.070000, 836.115723>
12:05:22.894 [AI Patrol] Spawning 3 Temple Patrol bots at <421.193420, 55.318100, 710.864746>
12:05:24.488 [VehicleEnter] Player Jasper [uid=yoR_hPQejevy38pVI7cJSHyugdmrvDeHBcX9TupJ1QI=] entered vehicle ToyotaHilux rust (id=ED3603FF1848E4AF09FAABA68D2EA582 pos=<7541.808105, 31.552317, 3565.710449>) as driver
12:05:28.417 [VehicleEngine] Player Jasper [uid=yoR_hPQejevy38pVI7cJSHyugdmrvDeHBcX9TupJ1QI=] started vehicle ToyotaHilux rust (Locked) (id=ED3603FF1848E4AF09FAABA68D2EA582 pos=<7541.811035, 31.552252, 3565.708252>)
12:05:49.699 [Party] Player "OrdepRoinuj" (id=jho7WUBGAZrvFnn8RJJsJvDzNHi4rQTd5HHL__KErjY=) joinded the party "OldDog" (id=42 ownerUID=jho7WUBGAZrvFnn8RJJsJvDzNHi4rQTd5HHL__KErjY= ownerName=Old Dog)
12:05:49.707 [Expansion Quests] - InitQuestSystemClient - Loaded existing player quest data for player with UID: jho7WUBGAZrvFnn8RJJsJvDzNHi4rQTd5HHL__KErjY=
12:05:49.707 [Expansion Quests] - LoadGroupQuestData - Loaded existing group quest data for group with ID: 42
12:05:50.675 [Expansion Quests] - LoadGroupQuestData - Got cached group quest data for group with ID: 42
12:06:02.378 [VehicleCarKey] Player "OrdepRoinuj" (id=jho7WUBGAZrvFnn8RJJsJvDzNHi4rQTd5HHL__KErjY= pos=<10154.892578, 21.782499, 10903.495117>) used the  ExpansionCarKey to unlock MBw140_white (id=EE50F3120541206ECB7A189875371F6E pos=<10153.837891, 21.789553, 10905.150391>)
12:06:09.953 [VehicleEnter] Player OrdepRoinuj [uid=jho7WUBGAZrvFnn8RJJsJvDzNHi4rQTd5HHL__KErjY=] entered vehicle Mercedes-Benz W140 White (id=EE50F3120541206ECB7A189875371F6E pos=<10153.837891, 21.789551, 10905.150391>) as driver
