18:05:44.558 [Party] Player "Captain Sodomy" (id=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=) joinded the party "69TH Survivors Company" (id=46 ownerUID=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8= ownerName=Captain Sodomy)
18:05:44.566 [Expansion Quests] - InitQuestSystemClient - Loaded existing player quest data for player with UID: VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=
18:05:44.566 [Expansion Quests] - LoadGroupQuestData - Loaded existing group quest data for group with ID: 46
18:05:44.566 [Expansion Quests] - Create new quest instance for quest: 48 - Player UID: VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=
18:05:44.566 [Expansion Quests] - Create new quest instance for quest: 20 - Player UID: VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=
18:05:45.527 [Expansion Quests] - LoadGroupQuestData - Got cached group quest data for group with ID: 46
18:06:37.835 [AI Patrol] Spawning 3 Temple Patrol bots at <418.693756, 47.070000, 843.908142>
18:06:37.929 [AI Patrol] Spawning 3 Temple Patrol bots at <303.903809, 46.630291, 772.604553>
18:06:37.937 [AI Patrol] Spawning 3 Temple Patrol bots at <356.859283, 47.070000, 800.921814>
18:06:39.539 [VehicleEnter] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] entered vehicle ZIL 130 Rust (id=6E833F15F44F1F49CDC5B4862D4DA38B pos=<9285.929688, 16.073084, 10891.637695>) as driver
18:06:41.460 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] started vehicle ZIL 130 Rust (id=6E833F15F44F1F49CDC5B4862D4DA38B pos=<9285.929688, 16.073080, 10891.637695>)
18:09:50.101 [VehicleLeave] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] left vehicle ZIL 130 Rust (id=6E833F15F44F1F49CDC5B4862D4DA38B pos=<8750.648438, 2.040760, 12053.748047>)
18:10:16.695 [VehicleCarKey] Player "Captain Sodomy" (id=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8= pos=<8745.410156, 2.039558, 12055.746094>) used the  ExpansionCarKey to lock ZIL130_rust (id=6E833F15F44F1F49CDC5B4862D4DA38B pos=<8750.648438, 2.040757, 12053.748047>)
18:15:27.812 [VehicleDeleted] ExpansionUh1h (id=80ADA6CEE54E949872CAB0917D4DF8A1 pos=<-0.010394, 1.483437, 1.416728>)
18:15:27.828 [VirtualGarage] Player "Captain Sodomy" (id=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8= pos=<8743.555664, 14.948212, 12084.098633>) retrieved a vehicle "ExpansionUh1h" (GlobalID=800000008000000080000000800137E1 pos=<8728.222656, 15.042393, 12078.021484>)
18:18:40.234 [VehicleEnter] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] entered vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<8728.222656, 15.042626, 12078.021484>) as pilot
18:18:47.656 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] started vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<8728.218750, 15.042401, 12078.020508>)
18:20:50.945 [MissionAirdrop] An airdrop is heading towards "Hazelands" (pos=<4539.000000, 0.000000, 2317.000000> type=Random_Hazelands) with a ExpansionAirdropContainer_Military
18:21:41.929 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] stopped vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<6386.889648, 38.177559, 14767.024414>)
18:21:45.210 [VehicleLeave] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] left vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<6386.505371, 37.327438, 14767.254883>)
18:27:12.234 [VehicleEnter] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] entered vehicle ToyotaHilux rust (id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.405762, 37.254761, 14795.230469>) as driver
18:27:14.906 [VehicleLeave] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] left vehicle ToyotaHilux rust (id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.407227, 37.254749, 14795.233398>)
18:27:17.398 [VehicleAttachments] Player Captain Sodomy (uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=) detached ToyotaHilux Wheel (type=ToyotaHilux_Wheel) from vehicle ToyotaHilux rust(id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.405273, 37.254768, 14795.230469>)
18:27:32.789 [VehicleAttachments] Player Captain Sodomy (uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=) detached ToyotaHilux Wheel (type=ToyotaHilux_Wheel) from vehicle ToyotaHilux rust(id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.410156, 37.189335, 14795.233398>)
18:27:52.062 [VehicleAttachments] Player Captain Sodomy (uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=) detached ToyotaHilux Wheel (type=ToyotaHilux_Wheel) from vehicle ToyotaHilux rust(id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.420410, 37.152050, 14795.226563>)
18:28:13.359 [VehicleAttachments] Player Captain Sodomy (uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=) detached ToyotaHilux Wheel (type=ToyotaHilux_Wheel) from vehicle ToyotaHilux rust(id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.419922, 37.115658, 14795.228516>)
18:28:35.117 [VehicleAttachments] Player Captain Sodomy (uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=) detached ToyotaHilux rust Left Door (type=ToyotaHilux_Doors_Driver_rust) from vehicle ToyotaHilux rust(id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.427734, 37.057999, 14795.223633>)
18:28:41.867 [VehicleAttachments] Player Captain Sodomy (uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=) detached ToyotaHilux rust Right Door (type=ToyotaHilux_Doors_coDriver_rust) from vehicle ToyotaHilux rust(id=596AD25BA04E72E2D30A1F86F38074E2 pos=<6375.427734, 37.057999, 14795.223633>)
18:29:33.242 [VehicleEnter] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] entered vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<6386.503418, 37.344517, 14767.244141>) as pilot
18:29:50.539 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] started vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<6386.503418, 37.344440, 14767.244141>)
18:35:20.875 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] stopped vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<2289.144287, 5.918009, 12049.675781>)
18:35:24.265 [VehicleLeave] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] left vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<2289.378662, 2.673925, 12050.351563>)
18:45:55.664 [VehicleEnter] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] entered vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<2289.268311, 2.681163, 12050.381836>) as pilot
18:45:59.250 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] started vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<2289.268066, 2.681200, 12050.382813>)
18:47:23.804 [AI Patrol] Spawning 3 Old Town Police Patrol bots at <1862.764526, 11.150484, 8847.445313>
18:52:03.625 [AI Patrol] Spawning 3 Paris Island Patrol bots at <3031.788574, 23.552385, 3467.117188>
18:53:05.007 [Expansion Quests] - InitQuestSystemClient - Loaded existing player quest data for player with UID: 4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=
18:53:05.007 [Expansion Quests] - LoadGroupQuestData - Created new persistent group quest data for group with ID: -1
18:53:05.007 [Expansion Quests] - Create new quest instance for quest: 43 - Player UID: 4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=
18:53:05.007 [AI Patrol] Spawning 3 Shamans bots at <5228.810547, 74.000000, 3756.598145>
18:53:16.437 [AI Patrol] Spawning 3 Shamans bots at <5106.485352, 74.000000, 3089.972168>
18:54:42.796 [AI Patrol] Spawning 3 Prison Island Patrol bots at <5293.549805, 26.251791, 623.280762>
18:55:09.914 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] stopped vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<5458.062500, 66.606949, 1546.125610>)
18:55:12.648 [VehicleLeave] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] left vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<5458.075195, 66.571899, 1546.132568>)
18:56:52.820 [VehicleEnter] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] entered vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<5458.078613, 66.579819, 1546.128418>) as pilot
18:56:54.289 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] started vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<5458.078613, 66.579819, 1546.128418>)
19:02:02.843 [AI Patrol] Spawning 3 Crater Patrol bots at <11994.208008, 5.340000, 2354.495850>
19:03:28.890 [VehicleEngine] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] stopped vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<11379.363281, 4.338875, 2480.671387>)
19:03:33.085 [Safezone] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY= pos=<5675.634766, 32.406013, 5261.229980>) Entered the safezone
19:03:33.843 [VehicleLeave] Player Captain Sodomy [uid=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8=] left vehicle UH-1H (id=4BA826F8EB4310D430554FA9FBE36CD5 pos=<11379.478516, 4.049621, 2480.699951>)
19:04:31.109 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has send a requested to sell ump45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
19:04:31.234 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has sold ump45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2137.
19:04:33.234 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has send a requested to sell ump45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
19:04:33.367 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has sold ump45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2850.
19:04:44.234 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has send a requested to sell mag_scout_5rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
19:04:44.375 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has sold mag_scout_5rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 189.
19:05:02.593 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has send a requested to sell twp_waltherp99_mag_15rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
19:05:02.734 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has sold twp_waltherp99_mag_15rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 197.
19:05:39.531 [Party] Player "{BtWF}_LT-Goovis" (id=-r2araXommLNgd2kLCOg5MUhQUGYZRsIrQF--_XcIVE=) joinded the party "WitheringFlesh" (id=39 ownerUID=-r2araXommLNgd2kLCOg5MUhQUGYZRsIrQF--_XcIVE= ownerName=BtWF_Raziel)
19:05:39.546 [Expansion Quests] - InitQuestSystemClient - Loaded existing player quest data for player with UID: -r2araXommLNgd2kLCOg5MUhQUGYZRsIrQF--_XcIVE=
19:05:39.546 [Expansion Quests] - LoadGroupQuestData - Loaded existing group quest data for group with ID: 39
19:05:40.507 [Expansion Quests] - LoadGroupQuestData - Got cached group quest data for group with ID: 39
19:05:52.851 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has send a requested to purchase athleticshoes_blue x1 from the trader "Clothing_Accessories (Elias [CLOTHING & ACCESSORIES])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
19:05:52.992 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has bought athleticshoes_blue x1 from the trader "Clothing_Accessories (Elias [CLOTHING & ACCESSORIES])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 17.
19:06:49.539 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has send a requested to purchase tetracyclineantibiotics x1 from the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
19:06:49.656 [Market] Player "MrGreen530" (id=4LNvemhkvMsn3fCjiyhQQrToOar0_hhH9f302w8wMNY=) has bought tetracyclineantibiotics x1 from the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1800.
19:07:01.398 [Safezone] Player "{BtWF}_LT-Goovis" (id=-r2araXommLNgd2kLCOg5MUhQUGYZRsIrQF--_XcIVE= pos=<5570.594238, 53.336754, 5270.058105>) Entered the safezone
19:07:41.562 [Party] Player "OrdepRoinuj" (id=jho7WUBGAZrvFnn8RJJsJvDzNHi4rQTd5HHL__KErjY=) joinded the party "OldDog" (id=42 ownerUID=jho7WUBGAZrvFnn8RJJsJvDzNHi4rQTd5HHL__KErjY= ownerName=Old Dog)
